run_id,date,stage,direction,lane_mask,session,bit_sha256,ltx_sha256,xsa_sha256,elf_sha256,CNT_CHIP_MAX,CNT_PREAMBLE,RX_DETECT_WINDOW,RX_DATA_PHASE_DELAY_CYCLES,RX_PREAMBLE_REALIGN_EDGE,IR_LANE_COUNT,IR_B_MODE,IR_PARALLEL_2LANE_MODE,B_SESSION_ID,IR_B_TX_LANE_MASK,IR_B_RX_LANE_MASK,IR_B_ACK_LANE_MASK,IR_B_EXPECTED_A_LANE_MASK,MAX_PACKET_BYTES,FRAGMENT_BYTES,MAX_FRAGS,MAX_FRAME_BYTES,GUARD_CYCLES,B_BACKOFF_SLOT_CYCLES,B_START_IDLE_CYCLES,B_RECOVERY_RESET_CYCLES,B2A_ENABLE,B2A_FREE_RUN,TX_ONLY_ACK_MODE,STREAM_FULL_MODE,MAX_RETRY,FRAG_TIMEOUT_CYCLES,PSPS_PAYLOAD_BYTES,PSPS_TX_ONLY,PSPS_TDM_BIDIR,PSPS_RX_ONLY,PSPS_INTER_PACKET_US,PSPS_STAGE_SECONDS,PSPS_MAX_OUTSTANDING,PSPS_WINDOW_START_GAP_US,PSPS_2LANE_ONLY,PSPS_STAGE_LANE_MASK,PSPS_STAGE_SESSION_ID,PSPS_PAYLOAD_LANE_MASK,PSPS_RX_LANE_MASK,PSPS_POLL_SLEEP_US,IR_TX_POLL_US,uart_mode,uart_payload_bytes,uart_rx_timeout_us,uart_stage_seconds,sent,rx_ok,tx_fail,rx_timeout,rx_bad,rx_mismatch,loss,win_rx_mbps,status,sticky,tx_lane,rx_good,rx_crc,rx_err,phy0,rec,txp,txi,txa,rxb,last_error,raw_a_tx0_edges,raw_a_tx1_edges,raw_a_rx0_edges,raw_a_rx1_edges,raw_b_tx0_edges,raw_b_tx1_edges,raw_b_rx0_edges,raw_b_rx1_edges,raw_a_tx0_high,raw_a_tx1_high,raw_a_rx0_low,raw_a_rx1_low,raw_b_tx0_high,raw_b_tx1_high,raw_b_rx0_low,raw_b_rx1_low,shutdown_ok,uart_log,ila_csv,ila_summary,vivado_config_log,vitis_build_log,summary_path,verdict
ila_2lane_capture_20260605_1950_cnt15_retry,2026-06-05 19:50:00,,A_TO_B,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_2lane_capture_20260605_1950_cnt15_retry.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260605_195844,2026-06-05 19:58:44,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_195844.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_195844.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_204434,2026-06-05 20:44:34,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_204434.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_204434.summary.txt,FAIL
ila_2lane_capture_20260605_2048_session2203_lane0,2026-06-05 20:48:00,,A_TO_B,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_2lane_capture_20260605_2048_session2203_lane0.summary.txt,RAW_CAPTURE
ila_2lane_capture_20260605_2048_session2203_lane1,2026-06-05 20:48:00,,A_TO_B,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_2lane_capture_20260605_2048_session2203_lane1.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260605_210505,2026-06-05 21:05:05,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_210505.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_210505.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_212812,2026-06-05 21:28:12,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_212812.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_212812.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_214700,2026-06-05 21:47:00,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x0000407F,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_214700.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_214700.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_220521,2026-06-05 22:05:21,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x0000408F,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_220521.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_220521.summary.txt,FAIL
ila_rxdebug_20260605_220653_lane0,2026-06-05 22:06:53,,A_TO_B,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_rxdebug_20260605_220653_lane0.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260605_220653,2026-06-05 22:06:53,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x0000409F,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_220653.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_220653.summary.txt,FAIL
ila_rxdebug_data_20260605_221058_lane0,2026-06-05 22:10:58,,A_TO_B_RX_OBSERVE,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_rxdebug_data_20260605_221058_lane0.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260605_221058,2026-06-05 22:10:58,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x0000409F,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_221058.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_221058.summary.txt,FAIL
ila_rxdebug_check_20260605_221559_lane0,2026-06-05 22:15:59,,A_TO_B_RX_OBSERVE,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_rxdebug_check_20260605_221559_lane0.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260605_221559,2026-06-05 22:15:59,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x0000409F,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_221559.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_221559.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_223746,2026-06-05 22:37:46,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x00003A08,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_223746.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_223746.summary.txt,FAIL
ila_txnarrow_atx_20260605_223918_lane0,2026-06-05 22:39:18,,A_TO_B,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_txnarrow_atx_20260605_223918_lane0.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260605_223918,2026-06-05 22:39:18,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x0000402C,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_223918.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_223918.summary.txt,FAIL
ila_txnarrow_data_20260605_224205_lane0,2026-06-05 22:42:05,,A_TO_B,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_txnarrow_data_20260605_224205_lane0.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260605_224205,2026-06-05 22:42:05,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0x0000402C,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_224205.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_224205.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_232017,2026-06-05 23:20:17,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000088,0x00000000,0x00000000,0x00000000,0x00000000,0x0000040E,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_232017.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_232017.summary.txt,FAIL
ila_hw_window_atx_20260605_232300,2026-06-05 23:23:00,,A_TO_B,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_hw_window_atx_20260605_232300.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260605_232300,2026-06-05 23:23:00,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000088,0x00000000,0x00000000,0x00000000,0x00000000,0x0000040F,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_232300.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_232300.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_234732,2026-06-05 23:47:32,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,15,64,5..15,0,1,2,stream_bidir,,0x2203,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000088,0x00000000,0x00000000,0x00000000,0x00000000,0x0000401C,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_234732.log,,,reports\vivado_config_2lane_realign_defaults_20260605_233723.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_234732.summary.txt,FAIL
ila_realign_atx_20260605_234923,2026-06-05 23:49:23,,A_TO_B,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,15,64,5..15,0,1,2,stream_bidir,,0x2203,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_realign_defaults_20260605_233723.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_realign_atx_20260605_234923.summary.txt,INCONCLUSIVE
lane0_hw_loopback_safe_20260605_234923,2026-06-05 23:49:23,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,15,64,5..15,0,1,2,stream_bidir,,0x2203,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000088,0x00000000,0x00000000,0x00000000,0x00000000,0x0000401C,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_234923.log,,,reports\vivado_config_2lane_realign_defaults_20260605_233723.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_234923.summary.txt,FAIL
ila_2lane_realign_valid_20260606_000152,2026-06-06 00:01:52,,A_TO_B,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,3..7,0,1,2,stream_bidir,0,0x2203,2,1,2,1,255,255,1,269,1408,100000,100000,2048,1,,0,1,4,50000,247,,1,,0,20,,,,0x00000001,0x2203,0x00000001,0x00000002,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_stream_fdx_partition_1plus1_4M_20260606.log,reports\vitis_build_stream_fdx_partition_1plus1_4M_20260606.log,reports\ila_2lane_realign_valid_20260606_000152.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260606_000153,2026-06-06 00:01:53,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,3..7,0,1,2,stream_bidir,0,0x2203,2,1,2,1,255,255,1,269,1408,100000,100000,2048,1,,0,1,4,50000,247,,1,,0,20,,,,0x00000001,0x2203,0x00000001,0x00000002,10,10,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000088,0x00000000,0x00000000,0x00000000,0x00000000,0x00004013,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260606_000153.log,,,reports\vivado_config_stream_fdx_partition_1plus1_4M_20260606.log,reports\vitis_build_stream_fdx_partition_1plus1_4M_20260606.log,reports\lane0_hw_loopback_safe_20260606_000153.summary.txt,FAIL
